Data,Round,Civility,Player1 (Player1 / Player2),Player2 (Player3 / Player4),Sets,Tournment,Clay,1st SERVE % P1,1st SERVE % P2,1st SERVE POINTS WON P1,1st SERVE POINTS WON P2,2nd SERVE POINTS WON P1,2nd SERVE POINTS WON P2,BREAK POINTS WON P1,BREAK POINTS WON P2,TOTAL RETURN POINTS WON P1,TOTAL RETURN POINTS WON P2,TOTAL POINTS WON P1,TOTAL POINTS WON P2,DOUBLE FAULTS P1,DOUBLE FAULTS P2,ACES P1,ACES P2,Country P1,Birthday P1,Height P1,Weight P1,Profi since P1,Play P1,Ranking's position P1,Points P1,Prize money P1,Country P2,Birthday P2,Height P2,Weight P2,Profi since P2,Play P2,Ranking's position P2,Points P2,Prize money P2,Country P3,Birthday P3,Height P3,Weight P3,Profi since P3,Play P3,Ranking's position P3,Points P3,Prize money P3,Country P4,Birthday P4,Height P4,Weight P4,Profi since P4,Play P4,Ranking's position P4,Points P4,Prize money P4
03.06.15,3rd round,female,Fanny Stollar,Aliona Bolsova,"6-4, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hungary,"12.11.98, 16 years",-,-,-,-,797,16,-,Spain,"06.11.97, 17 years",-,-,-,-,567,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Olesya Pervushina,Emmanuelle Salas,"6-2, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"29.04.00, 15 years",-,-,-,-,-,-,-,France,"20.04.98, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Margot Yerolymos,Shilin Xu,"4-6, 6-2, 7-5",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,France,"19.04.97, 18 years",-,-,-,-,829,15,-,China,"10.01.98, 17 years",-,-,-,-,564,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Anna Kalinskaya,Bianca Vanessa Andreescu,"0-6, 6-3, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"02.12.98, 16 years",-,-,-,-,-,-,-,Canada,"16.06.00, 14 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,2nd round,female,Caroline Dolehide,Margot Yerolymos,"6-3, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"05.09.98, 16 years",-,-,-,-,-,-,-,France,"19.04.97, 18 years",-,-,-,-,829,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Julieta Estable,Loudmilla Bencheikh,"7-5, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Argentina,"15.07.97, 17 years",-,-,-,-,560,39,-,France,"29.05.01, 14 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Usue Maitane Arconada,Emilie Francati,"6-3, 4-6, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"28.10.98, 16 years",-,-,-,-,543,41,-,Denmark,"24.07.97, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Dalma Galfi,Wushuang Zheng,"6-0, 6-0",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hungary,"13.08.98, 16 years",-,-,-,-,438,67,-,China,"29.11.98, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Miriam Kolodziejova,Deria Nur Haliza,"6-0, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Czech Republic,"11.04.97, 18 years",-,-,-,-,-,-,-,Indonesia,"08.06.97, 17 years",-,-,-,-,886,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Tessah Andrianjafitrimo,Shuyue Ma,"6-2, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,France,"11.10.98, 16 years",-,-,-,-,775,18,-,China,"29.06.99, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Anna Blinkova,Maia Lumsden,"6-2, 6-1",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"10.09.98, 16 years",-,-,-,-,-,-,-,United Kingdom,"10.01.98, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Katerina Stewart,Lucie Wargnier,"6-1, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"17.07.97, 17 years",-,-,-,-,162,324,-,France,"14.02.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Fanny Stollar,Beatrice Torelli,"2-6, 6-3, 6-0",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hungary,"12.11.98, 16 years",-,-,-,-,797,16,-,Italy,"04.09.97, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Trent Botha,Joshua Chetty,"6-3, 6-1",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JAR,"04.01.96, 19 years",-,-,-,-,-,-,-,JAR,"26.02.95, 20 years",-,-,-,-,-,-,1.542 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Charlotte Robillard-Millette,Tessah Andrianjafitrimo,"6-0, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Canada,"12.01.99, 16 years",-,-,-,-,802,16,-,France,"11.10.98, 16 years",-,-,-,-,775,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,2nd round,female,Katie Swan,Katherine Sebov,"7-5, 7-5",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"24.03.99, 16 years",-,-,-,-,885,12,-,Canada,"05.01.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Catherine Cartan Bellis,Sofya Zhuk,"4-6, 6-1, 8-6",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"08.04.99, 16 years",-,-,-,-,169,304,-,Russia,"01.12.99, 15 years",-,-,-,-,799,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Emily Arbuthnott,Anastasia Gasanova,"6-1, 7-63",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"03.10.97, 17 years",-,-,-,-,-,-,-,Russia,"15.05.99, 16 years",-,-,-,-,865,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Priscilla Hon,Pranjala Yadlapalli,"7-61, 6-4",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Australia,"10.05.98, 17 years",-,-,-,-,510,47,-,India,"30.03.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Anna Blinkova,Viktoria Kuzmova,"6-3, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"10.09.98, 16 years",-,-,-,-,-,-,-,Slovakia,"11.05.98, 17 years",-,-,-,-,495,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Elena Gabriela Ruse,Emmanuelle Girard,"6-1, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Romania,"06.11.97, 17 years",-,-,-,-,-,-,-,France,"07.07.99, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,3rd round,female,Paula Badosa Gibert,Charlotte Robillard-Millette,"6-3, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spain,"15.11.97, 17 years",-,-,-,-,270,160,-,Canada,"12.01.99, 16 years",-,-,-,-,802,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Nikala Scholtz,Jay Clarke,"6-3, 6-2",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JAR,"05.02.91, 24 years",-,-,-,-,450,88,31.469 $,United Kingdom,"27.07.98, 16 years",-,-,-,-,-,-,104 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Curtis Clarke,Duncan Mugabe,"6-3, 6-3",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"01.04.95, 20 years",-,-,-,-,-,-,140 $,Uganda,"27.11.90, 24 years",-,-,-,-,-,-,8.892 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Jil Belen Teichmann,Aleksandra Pospelova,"7-5, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Switzerland,"15.07.97, 17 years",-,-,-,-,524,45,-,Russia,"22.04.98, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,3rd round,female,Katharina Hobgarski,Olesya Pervushina,"6-1, 4-6, 6-4",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"18.06.97, 17 years",-,-,-,-,588,35,-,Russia,"29.04.00, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Fiona Ferro,Tereza Mihalikova,"6-3, 6-1",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,France,"12.03.97, 18 years",-,-,-,-,325,114,-,Slovakia,"02.06.98, 17 years",-,-,-,-,628,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Benjamin Lock,Matias Castro,"6-3, 6-2",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe,"04.03.93, 22 years",-,-,-,-,-,-,3.194 $,Argentina,"21.10.87, 27 years",-,-,-,-,-,-,20.520 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Katharina Hobgarski,Jaqueline Cristian,"6-2, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"18.06.97, 17 years",-,-,-,-,588,35,-,Romania,"05.06.98, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,3rd round,female,Katie Swan,Jil Belen Teichmann,"4-6, 6-3, 3-6",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"24.03.99, 16 years",-,-,-,-,885,12,-,Switzerland,"15.07.97, 17 years",-,-,-,-,524,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Sofya Zhuk,Naiktha Bains,"7-5, 6-3",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"01.12.99, 15 years",-,-,-,-,799,16,-,Australia,"17.12.97, 17 years",-,-,-,-,880,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Luis Britto,Isac Jorge Nancha,"6-0, 6-0",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Brazil,"23.06.93, 21 years",-,-,-,-,-,-,2.966 $,Mozambique,"16.06.85, 29 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,2nd round,female,Anna Kalinskaya,Ines Ibbou,"6-3, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"02.12.98, 16 years",-,-,-,-,-,-,-,Algeria,"05.01.99, 16 years",-,-,-,-,780,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Hassan Ndayishimiye,Louis Pretorius,"6-3, 6-2",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Burundi,"12.08.94, 20 years",-,-,-,-,885,17,12.396 $,JAR,"29.08.93, 21 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Caroline Dolehide,Seone Mendez,"6-4, 6-4",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"05.09.98, 16 years",-,-,-,-,-,-,-,Australia,"15.05.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Viktoria Kuzmova,Vera Lapko,"6-4, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slovakia,"11.05.98, 17 years",-,-,-,-,495,51,-,Belarus,"29.09.98, 16 years",-,-,-,-,716,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,1st round,female,Aliona Bolsova,Sara Tomic,"6-0, 6-0",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spain,"06.11.97, 17 years",-,-,-,-,567,38,-,Australia,"05.02.98, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Matias Franco Descotte,Reinhardt Trollip,"6-1, 6-73, 6-3",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Argentina,"29.08.94, 20 years",-,-,-,-,816,23,10.800 $,JAR,"03.12.93, 21 years",-,-,-,-,-,-,560 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Niclas Genovese,Ian Fligler,"7-5, 4-6, 6-2",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Switzerland,"31.10.94, 20 years",-,-,-,-,-,-,-,Argentina,"15.09.94, 20 years",-,-,-,-,-,-,156 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Miriam Kolodziejova,Nadia Podoroska,"6-2, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Czech Republic,"11.04.97, 18 years",-,-,-,-,-,-,-,Argentina,"10.02.97, 18 years",-,-,-,-,363,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Paula Badosa Gibert,Evgeniya Levashova,"6-4, 7-5",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Spain,"15.11.97, 17 years",-,-,-,-,270,160,-,Russia,"28.05.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,William Bushamuka,Phenyo Matong,"6-2, 6-4",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Congo,"24.01.96, 19 years",-,-,-,-,-,-,1.653 $,Botswana,"25.02.86, 29 years",-,-,-,-,-,-,3.702 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,female,Olga Puchkova,Nigina Abduraimova,"6-3, 6-2",Andijan,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"27.09.87, 27 years",-,-,-,-,646,30,-,Uzbekistan,"07.07.94, 20 years",-,-,-,-,180,290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Fanny Stollar,Fiona Ferro,"6-2, 6-71, 6-4",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Hungary,"12.11.98, 16 years",-,-,-,-,797,16,-,France,"12.03.97, 18 years",-,-,-,-,325,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Nina Stadler,Melanie Klaffner,"6-4, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Switzerland,"11.10.95, 19 years",-,-,-,-,876,13,-,Austria,"22.05.90, 25 years",171 cm,58 kg,-,Right-handed,436,67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Jana Cepelova,Anastasiya Vasylyeva,"7-5, 6-3",Paris,Clay,57/84 (68%),42/74 (57%),38/57 (67%),24/42 (57%),12/27 (44%),13/32 (41%),5/8 (63%),3/9 (33%),37/74 (50%),34/84 (40%),87/158 (55%),71/158 (45%),3,1,0,3,Slovakia,"29.05.93, 22 years",-,-,-,-,110,531,-,Ukraine,"18.01.92, 23 years",-,-,-,-,213,232,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Jozef Kovalik,Guido Pella,"6-3, 1-6, 6-2",Mestre Challenger,Clay,38/79 (48%),46/78 (59%),27/38 (71%),30/46 (65%),19/41 (46%),13/32 (41%),5/12 (42%),4/8 (50%),35/78 (45%),33/79 (42%),81/157 (52%),76/157 (48%),7,4,3,3,Slovakia,"04.11.92, 22 years",-,-,-,-,204,237,87.296 $,Argentina,"17.05.90, 25 years",182 cm,75 kg,-,Left-handed,113,474,565.277 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,male,Altug Celikbilek,Cagatay Sami Soke,Cagatay Sami Soke - walk over,Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"07.09.96, 18 years",-,-,-,-,-,-,4.104 $,Turkey,"13.07.98, 16 years",-,-,-,-,-,-,140 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Paula Kania,Alla Kudryavtseva,"7-5, 6-4",Paris,Clay,56/93 (60%),38/70 (54%),37/56 (66%),15/38 (39%),10/37 (27%),12/32 (38%),8/16 (50%),6/17 (35%),43/70 (61%),46/93 (49%),90/163 (55%),73/163 (45%),2,2,0,3,Poland,"06.11.92, 22 years",-,-,-,-,160,326,-,Russia,"03.11.87, 27 years",178 cm,70 kg,2005,Right-handed,128,420,2.348.226 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Sarp Agabigun,Aaron Cortes Alcaraz,"7-62, 6-4",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"12.06.97, 17 years",-,-,-,-,-,-,2.088 $,Spain,"02.11.94, 20 years",-,-,-,-,-,-,3.238 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Nils Brinkman,Mert Adanali,"6-1, 6-2",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"25.06.92, 22 years",-,-,-,-,-,-,3.762 $,Turkey,"05.01.96, 19 years",-,-,-,-,-,-,2.558 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Anil Yuksel,Sergio Gutierrez-Ferrol,"6-1, 6-1",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"19.05.90, 25 years",-,-,-,-,709,33,27.354 $,Spain,"05.03.89, 26 years",-,-,-,-,718,28,139.768 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Altug Celikbilek,Jonathan Gray,"6-3, 6-3",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"07.09.96, 18 years",-,-,-,-,-,-,4.104 $,United Kingdom,"09.04.97, 18 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Muhammet Haylaz,Ferdun Shevkedov,"2-6, 6-2, 7-64",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"26.10.95, 19 years",-,-,-,-,-,-,4.512 $,Bulgaria,"28.05.94, 21 years",-,-,-,-,-,-,1.650 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Fedor Chervyakov,Frederik Oervad,"6-4, 6-2",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"13.01.93, 22 years",-,-,-,-,884,18,12.973 $,Denmark,"03.08.96, 18 years",-,-,-,-,-,-,208 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Tuna Altuna,Bastian Trinker,"6-4, 1-6, 6-3",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"30.01.89, 26 years",-,-,-,-,760,28,41.967 $,Austria,"11.05.90, 25 years",-,-,-,-,369,121,42.782 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Baris Erguden,Bogdan Djurdjevic,"6-2, 6-77, 6-2",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"01.01.86, 29 years",-,-,-,-,526,64,38.700 $,Germany,"12.08.86, 28 years",-,-,-,-,-,-,4.062 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Davide Melchiorre,Mert Altinalev,"6-0, 6-1",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Italy,"19.02.91, 24 years",-,-,-,-,-,-,14.108 $,Turkey,"26.07.95, 19 years",-,-,-,-,-,-,624 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Cem Ilkel,Julius Tverijonas,"7-5, 6-2",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Turkey,"21.08.95, 19 years",-,-,-,-,431,97,22.529 $,Lithuania,"14.06.94, 20 years",-,-,-,-,-,-,2.734 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Bradley Mousley,Rafael Moreno-Higueras,"6-2, 6-2",Turkey F22,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Australia,"03.01.96, 19 years",-,-,-,-,-,-,11.660 $,Spain,"31.10.88, 26 years",-,-,-,-,-,-,176 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Xiao Gong,Xi Qi,"5-7, 7-63, 6-4",China F7,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,China,"05.01.92, 23 years",-,-,-,-,-,-,3.700 $,China,"09.08.96, 18 years",-,-,-,-,-,-,258 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Kajsa Rinaldo Persson,Emma Flood,"6-2, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sweden,"11.11.97, 17 years",-,-,-,-,573,37,-,Norway,"13.10.90, 24 years",-,-,-,-,530,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Evan Song,Tomas Gerini,"6-0, 7-5",Mozambique F1,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"07.06.92, 23 years",-,-,-,-,580,52,15.450 $,Argentina,"20.07.95, 19 years",-,-,-,-,-,-,700 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,female,Julia Boserup,Shuko Aoyama,"6-2, 6-4",Eastbourne,Grass,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"09.09.91, 23 years",-,-,-,-,212,237,-,Japan,"19.12.87, 27 years",-,-,-,-,218,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Lina Gjorcheska/Tena Lukas,Estelle Cascino/Jennifer Zerbone,"6-2, 6-3",Bol,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Macedonia,"03.08.94, 20 years",-,-,-,-,-,-,-,Croatia,"10.05.95, 20 years",-,-,-,-,-,-,-,France,"13.03.96, 19 years",-,-,-,-,-,-,-,France,"14.06.95, 19 years",-,-,-,-,-,-,-
29.05.15,3rd round,female,Elina Svitolina,Annika Beck,"6-3, 2-6, 6-4",Paris,Clay,57/86 (66%),84/103 (82%),28/57 (49%),44/84 (52%),17/29 (59%),8/19 (42%),7/17 (41%),6/10 (60%),51/103 (50%),41/86 (48%),96/189 (51%),93/189 (49%),1,4,2,1,Ukraine,"12.09.94, 20 years",-,-,-,-,21,2045,1.112.585 $,Germany,"16.02.94, 21 years",-,-,-,-,83,688,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,q 1,female,Nives Baric,Regina Husak,"6-2, 6-4",Bol,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Australia,"02.01.93, 22 years",-,-,-,-,850,14,-,Holland,"18.01.90, 25 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Grace Min,Harmony Tan,"6-0, 6-1",Paris,Clay,28/43 (65%),18/33 (55%),20/28 (71%),6/18 (33%),10/15 (67%),4/15 (27%),-,-,23/33 (70%),13/43 (30%),53/76 (70%),23/76 (30%),1,2,,,USA,"06.05.94, 21 years",-,-,-,-,133,415,-,France,"11.09.97, 17 years",-,-,-,-,408,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,female,Petra Martic,Tereza Mrdeza,"5-7, 6-2, 6-2",Paris,Clay,53/98 (54%),63/86 (73%),35/53 (66%),32/63 (51%),23/45 (51%),11/23 (48%),6/7 (86%),3/10 (30%),43/86 (50%),40/98 (41%),101/184 (55%),83/184 (45%),6,4,2,0,Croatia,"19.01.91, 24 years",-,-,-,-,158,330,1.413.278 $,Croatia,"14.11.90, 24 years",-,-,-,-,188,278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Alexandra Cercone,Peggy Porter,"5-7, 6-1, 6-1",Bethany Beach,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"30.11.91, 23 years",-,-,-,-,817,18,-,USA,"10.11.95, 19 years",-,-,-,-,701,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
